,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
769,lsmdc0019_Pulp_Fiction-57000,6785,"Someone is bent over a sink, washing his bloody hands while someone stands behind him. Someone","Someone is bent over a sink, washing his bloody hands while someone stands behind him.",Someone,gold,rises and dries his hands.,helps him to fix someone's time.,scurries down a grassy as the owner removes a gun's wound.,makes her way past his photographs leaving then turns away and walks away.,0
770,lsmdc0019_Pulp_Fiction-57000,6784,He gurgles blood and shakes. Someone,He gurgles blood and shakes.,Someone,gen,starts the soap without quite seeing the people.,limps to a hostile pillar.,stares fearfully at him.,starts to pull someone into the box.,2
771,anetv_nxs4o4S43oY,17806,He wipes his face with a towel. He,He wipes his face with a towel.,He,gen,runs into the bathroom.,pushes his way in.,rubs the lotion onto his arms.,dries his face with a towel.,2
772,anetv_nxs4o4S43oY,17804,He collects the hair in the sink. He,He collects the hair in the sink.,He,gold,grabs the towel and smooths it down.,is washing the kitchen.,puts shaving cream on his face and uses a razor to finish shaving.,goes into a stylish party dress.,2
773,anetv_nxs4o4S43oY,17805,He puts shaving cream on his face and uses a razor to finish shaving. He,He puts shaving cream on his face and uses a razor to finish shaving.,He,gold,wipes his face with a towel.,continues to shave his beard off next to the beard.,continues to wash his hair over shaving his face with a brush.,cuts to a man sitting next to him and rubs his shoes with the floor.,0
774,anetv_nxs4o4S43oY,17803,He uses a shaver to shave off the beard. He,He uses a shaver to shave off the beard.,He,gen,rubs them up and down while working.,moves it on and down the bandaging.,begins continuing shaving his face while pausing.,screws up the potato and shaves the mans beard.,2
775,anetv_nxs4o4S43oY,17806,He wipes his face with a towel. He,He wipes his face with a towel.,He,gold,runs into the bathroom.,dries his face with a towel.,pushes his way in.,smiles and gives a thumbs up.,3
776,anetv_nxs4o4S43oY,17803,He uses a shaver to shave off the beard. He,He uses a shaver to shave off the beard.,He,gold,moves it on and down the bandaging.,rubs them up and down while working.,screws up the potato and shaves the mans beard.,collects the hair in the sink.,3
777,anetv_nxs4o4S43oY,17802,A man is cutting his beard with scissors. He,A man is cutting his beard with scissors.,He,gold,begins cutting the grass with a pencil.,uses a shaver to shave off the beard.,continues shaving the side of his face with the knife.,is licking an ice cream cone.,1
778,lsmdc0007_DIE_NACHT_DES_JAEGERS-49087,8979,"Someone lies in their bed, her doll snug on her shoulder. Someone","Someone lies in their bed, her doll snug on her shoulder.",Someone,gold,has been moved from the blade of his pistol.,"lies in bed, closed in bed.","sits on the edge of the bed, in his underwear.",heaves someone to the top of her.,2
779,lsmdc3018_CINDERELLA_MAN-7959,6068,"Grinning, he backs out the door. Now in a ring, someone","Grinning, he backs out the door.","Now in a ring, someone",gold,reaches for someone's keys.,faces an african - american boxer.,hops five for it.,shoves someone in his dressing room.,1
780,lsmdc3018_CINDERELLA_MAN-7959,6069,"Now in a ring, someone faces an African - American boxer. As they","Now in a ring, someone faces an African - American boxer.",As they,gold,advance on each other in slow motion.,"continue, they jump out of the way.",walk with their luggage.,"try to walk out, someone strikes the door of another sub and slips into a white shirt.",0
781,lsmdc3018_CINDERELLA_MAN-7959,6067,"Someone kisses someone on the cheek. Grinning, he",Someone kisses someone on the cheek.,"Grinning, he",gen,turns up and caresses her neck.,lifts his hips then turns.,finds him on her side.,stares after her as someone turns away.,0
782,lsmdc3018_CINDERELLA_MAN-7959,6066,"At home, someone packs someone's trunks into a brown paper bag. She","At home, someone packs someone's trunks into a brown paper bag.",She,gold,continues to vacuum the coffin's piled floor area.,flutters her thumbnail in and into the hallway with the filter of furniture.,faces him sadly as he approaches.,wipes tears from her coat pocket.,2
783,lsmdc3018_CINDERELLA_MAN-7959,6067,"Someone kisses someone on the cheek. Grinning, he",Someone kisses someone on the cheek.,"Grinning, he",gen,stares after her as someone turns away.,takes his gift cue.,finds him on her side.,looks over her shoulder to find her crying adjustment.,0
784,anetv_aqpeiIMe47Q,14706,Chiopped vegetables are in a bowls on top of table. the ingredients,Chiopped vegetables are in a bowls on top of table.,the ingredients,gold,are mixed together using a spoon to finish.,"are mixed inside a bowl together with oil, pepper and mayonnaise.",in are yellow is placed on plastic items on the counter.,of the bowl is shown groomed.,1
785,lsmdc3046_LARRY_CROWNE-21806,19052,She flips open the pizza box. Driver side door,She flips open the pizza box.,Driver side door,gen,opens and someone peers inside.,and sunglasses show several chattering students.,is grated.,opens with a check.,0
786,lsmdc3046_LARRY_CROWNE-21806,19052,She flips open the pizza box. Driver side door,She flips open the pizza box.,Driver side door,gold,opens with a check.,opens someone places her heels on the ground.,is grated.,and sunglasses show several chattering students.,1
787,lsmdc3046_LARRY_CROWNE-21806,19055,He drops the can in a recycle bin and throws out the paper. He,He drops the can in a recycle bin and throws out the paper.,He,gold,joins someone on the walkway.,returns to his tinkering with soap and jumps.,lifts someone's bottle to the bay.,springs up with his mallet.,0
788,lsmdc3046_LARRY_CROWNE-21806,19057,They pause outside the classroom. He,They pause outside the classroom.,He,gold,sees someone in the restroom.,turns and faces the nerds.,reaches for the door.,takes out a portable phone and slips it on.,2
789,lsmdc3046_LARRY_CROWNE-21806,19056,He joins someone on the walkway. They,He joins someone on the walkway.,They,gen,crash down the set.,walk out into a dark room.,"wait at the door of the locker room where someone sits with her mother, holding the cue ball in her hand.",toss his mask into a fire and the crowd lights.,1
790,lsmdc3046_LARRY_CROWNE-21806,19053,Driver side door opens someone places her heels on the ground. She,Driver side door opens someone places her heels on the ground.,She,gen,opens the cab door.,presses someone's gun at hers.,smiles at someone and walks down an corridor.,steps out of the wall and peers across the desert.,2
791,lsmdc3046_LARRY_CROWNE-21806,19056,He joins someone on the walkway. They,He joins someone on the walkway.,They,gold,pause outside the classroom.,shrug a box in the large flap adorned with mature breathlessly.,"wait at the door of the locker room where someone sits with her mother, holding the cue ball in her hand.",crash down the set.,0
792,lsmdc3046_LARRY_CROWNE-21806,19053,Driver side door opens someone places her heels on the ground. She,Driver side door opens someone places her heels on the ground.,She,gold,spots someone nods and drive off.,"strides off, leaving someone standing alone among her parents.",steps out of the wall and peers across the desert.,slides her feet into them.,3
793,lsmdc3046_LARRY_CROWNE-21806,19056,He joins someone on the walkway. They,He joins someone on the walkway.,They,gen,crash down the set.,"stand on either side, looking closely as she descends.",shrug a box in the large flap adorned with mature breathlessly.,"wait at the door of the locker room where someone sits with her mother, holding the cue ball in her hand.",1
794,lsmdc3046_LARRY_CROWNE-21806,19054,Now someone strolls the campus. He,Now someone strolls the campus.,He,gen,talks in a retirement - sized room.,finds someone leaning on the wall.,glances at the chisel holding the library.,notices his clock with someone.,1
795,anetv_vy5IRxiudmI,5597,A group of people are inside a gym. They,A group of people are inside a gym.,They,gen,are using brooms as a competition.,are engaged in a game of croquette.,runs across the guy.,are engaged in a game of tug of war.,3
796,anetv_vy5IRxiudmI,5598,They are lifting weights and dancing. Others,They are lifting weights and dancing.,Others,gold,stands on hillside held to the washing machines.,are using recumbent bikes and pedaling quickly.,are sitting in them holding their rackets.,show the floor of a round room.,1
797,anetv_vy5IRxiudmI,5597,A group of people are inside a gym. They,A group of people are inside a gym.,They,gold,are lifting weights and dancing.,are competing to hit a ball really hard on each other.,are using brooms as a competition.,runs across the guy.,0
798,anetv_C1kmoJttp4M,3853,"The woman then puts butter in the pan, melts it all around, then pours her egg mix into the pan. The woman","The woman then puts butter in the pan, melts it all around, then pours her egg mix into the pan.",The woman,gold,"stirs the food with the knife with cotton oil, but adds and pours out outside afterwards putting a cucumber onto the spaghetti.",pours baking all over the plate and proceeds to mix it out again then arranges the vegetables around the tray.,"then adds the lemon in the bowl, flour and puts it in its face and cooks it on a plate.",grabs her wooden spatula and starts manipulating the eggs in the pan making sure it does n't stick and that it cooks thoroughly.,3
799,anetv_C1kmoJttp4M,3852,"A woman is now in the kitchen standing in front of a pan on a stove, she turns the oven on, grabs a large measuring cup and begins cracking eggs into it then adds various other ingredients to the eggs, and then whisks it all up. The woman then","A woman is now in the kitchen standing in front of a pan on a stove, she turns the oven on, grabs a large measuring cup and begins cracking eggs into it then adds various other ingredients to the eggs, and then whisks it all up.",The woman then,gold,"begins to pour and array the fruit together into a pan, then cutting up the ingredients of a baking pan.",demonstrates how to the laughter mixture starts finished.,"puts butter in the pan, melts it all around, then pours her egg mix into the pan.",takes a product from the empty plate and pours it down the cake.,2
800,anetv_C1kmoJttp4M,3854,The woman grabs her wooden spatula and starts manipulating the eggs in the pan making sure it does n't stick and that it cooks thoroughly. The woman then,The woman grabs her wooden spatula and starts manipulating the eggs in the pan making sure it does n't stick and that it cooks thoroughly.,The woman then,gold,"begins wrapping the tomato, then looking into the pot.",mops the washer all around the area attempting to set the soap napkins.,takes the egg to the white plate and folds it onto it then adds a handful of greens next to it.,rinses the dishes and turning onto the oven.,2
801,anetv_C1kmoJttp4M,3851,A still shot picture of an omelette being poured out of a pan and onto a white plate appears and the white text on it say's How to make an omelette. A white screen with a clipart of red lion wearing a crown appears and the blue words British Lion Quality,A still shot picture of an omelette being poured out of a pan and onto a white plate appears and the white text on it say's How to make an omelette.,A white screen with a clipart of red lion wearing a crown appears and the blue words British Lion Quality,gold,the website appears on screen.,see a woman grooming it.,appear appropriate installation on the cake.,are around he lion.,3
802,anetv_C1kmoJttp4M,3855,The woman then takes the egg to the white plate and folds it onto it then adds a handful of greens next to it. A white screen,The woman then takes the egg to the white plate and folds it onto it then adds a handful of greens next to it.,A white screen,gold,goes on to some surprise that it's then fry in place.,appears on the screen in carving of the oil cake cake.,appears with the red clipart lion in the middle and the blue words british lion quality going around it.,appears with white words in the suspended white front of the 8 after you removed it from the pasta.,2
803,anetv_C1kmoJttp4M,3851,A still shot picture of an omelette being poured out of a pan and onto a white plate appears and the white text on it say's How to make an omelette. A white screen with a clipart of red lion wearing a crown appears and the blue words British Lion Quality,A still shot picture of an omelette being poured out of a pan and onto a white plate appears and the white text on it say's How to make an omelette.,A white screen with a clipart of red lion wearing a crown appears and the blue words British Lion Quality,gen,appears on the screen.,the website appears on screen.,appear appropriate installation on the cake.,see a woman grooming it.,0
804,lsmdc0019_Pulp_Fiction-56801,14918,She sticks her head out of the car door to see. A gym bag,She sticks her head out of the car door to see.,A gym bag,gold,rolls anxiously across a road into a road leading to a square.,goes under the room.,is tossed out into a garbage dumpster below the window.,and panties are placed at the face.,2
805,lsmdc0019_Pulp_Fiction-56801,14912,"His trainer someone, an older fireplug, opens the door a little, sticking his head in the room. Pandemonium","His trainer someone, an older fireplug, opens the door a little, sticking his head in the room.",Pandemonium,gold,"kicking someone, he continues to eat and pulls himself up on the couch and swerves out of the shot.","climbs outside and stuffs his lips into the pockets of his jacket, and strides into his dorm room.","joins him, and people respectfully turns on someone.",seems to be breaking out behind someone in the hallway.,3
806,lsmdc0019_Pulp_Fiction-56801,14913,Pandemonium seems to be breaking out behind someone in the hallway. A taxi,Pandemonium seems to be breaking out behind someone in the hallway.,A taxi,gold,is standing in front of the parked car.,arrives at someone's house.,is parked in a dark alley next to an auditorium.,pulls up in outside the people on the road.,2
807,lsmdc0019_Pulp_Fiction-56801,14910,"Almost as soon as we cut to him, he wakes up with a start. Shaken by the bizarre memory, he","Almost as soon as we cut to him, he wakes up with a start.","Shaken by the bizarre memory, he",gold,"reaches the water of the staircase and pushes it down, forcing himself to step slowly.",takes in the few years with a score of his grandparents.,wipes his sweaty face with his boxing glove.,"partially leaps up from the chair by someone, who urges and fades from the trees.",2
808,lsmdc0019_Pulp_Fiction-56801,14911,"Shaken by the bizarre memory, he wipes his sweaty face with his boxing glove. His trainer someone, an older fireplug,","Shaken by the bizarre memory, he wipes his sweaty face with his boxing glove.","His trainer someone, an older fireplug,",gold,"opens the door a little, sticking his head in the room.","confronts a number of people, lead someone to the subway with someone, who takes them a moment.",gym in a blue t - shirt.,is kicking a crumpled chair over the railing together tapping her laptop.,0
809,lsmdc0019_Pulp_Fiction-56801,14917,"She takes a sip of coffee, then hears a noise behind her in the alley. She","She takes a sip of coffee, then hears a noise behind her in the alley.",She,gold,sticks her head out of the car door to see.,"swims toward the bathroom, his eyes brushing.",starts blow drying her hair.,continue reacting to someone's reaction.,0
810,lsmdc0019_Pulp_Fiction-56801,14916,The Sportscasters continue their coverage. She,The Sportscasters continue their coverage.,She,gold,turns and saunters away.,"takes a sip of coffee, then hears a noise behind her in the alley.",stares at the watch.,locks his lips in a sultry look.,1
811,lsmdc0019_Pulp_Fiction-56801,14914,A taxi is parked in a dark alley next to an auditorium. The sound of the car radio,A taxi is parked in a dark alley next to an auditorium.,The sound of the car radio,gold,is heard as the pilot looks up at its new pairs of feet.,plays as two other staffers look out the oncoming work.,can be heard coming from inside.,hears a rhythmic clicking.,2
812,lsmdc0019_Pulp_Fiction-56801,14915,"The sound of the car radio can be heard coming from inside. A young woman, with Spanish looks,",The sound of the car radio can be heard coming from inside.,"A young woman, with Spanish looks,",gold,walks through a window.,"takes an envelope out of a box, closes it.","sits parked, drinking a steaming hot cup of coffee out of a white styrofoam cup.",sits by a bench with her arms folded up to her knees in prayer.,2
813,lsmdc0019_Pulp_Fiction-56801,14916,The Sportscasters continue their coverage. She,The Sportscasters continue their coverage.,She,gen,turns and saunters away.,stares at the watch.,spots the nearby man's bare neck.,locks his lips in a sultry look.,2
814,lsmdc0019_Pulp_Fiction-56801,14909,"He lies on a table catching a few zzzzzz's before his big fight. Almost as soon as we cut to him, he",He lies on a table catching a few zzzzzz's before his big fight.,"Almost as soon as we cut to him, he",gold,realizes at what someone can do.,makes a pain - in his face and attacks someone again.,approaches someone with a taped answer.,wakes up with a start.,3
815,lsmdc0019_Pulp_Fiction-56801,14908,Someone hands the watch to someone. A little hand,Someone hands the watch to someone.,A little hand,gold,grasps the collar of someone's collar.,comes into frame to accept it.,prints out someone's missing finger.,holds a box beneath a tall wall.,1
816,lsmdc1037_The_Curious_Case_Of_Benjamin_Button-86484,14035,Someone points to a tattoo on his chest. He,Someone points to a tattoo on his chest.,He,gold,wraps his arms around someone's neck and leads him down to the floor.,"stops in a chair, his face dirty.",makes a figure of eight with his hand.,sucks on a lighter and then sniffs the flame.,2
817,anetv_14X-i7vqXWU,7478,A group of cheerleaders are seen yelling together all at once and leads into them performing a routine in front of a large audience. The people,A group of cheerleaders are seen yelling together all at once and leads into them performing a routine in front of a large audience.,The people,gen,continue to dance around one another and end by hugging and applauds high into the crowd.,continues swinging and performing many tricks on the rope while others watch in the end.,continue cheering around moving one another and end by looking down at the floor as well as jumping up and down together.,walk around a stage celebrating.,3
818,anetv_14X-i7vqXWU,7478,A group of cheerleaders are seen yelling together all at once and leads into them performing a routine in front of a large audience. The people,A group of cheerleaders are seen yelling together all at once and leads into them performing a routine in front of a large audience.,The people,gold,continue performing their routine on the mat while performing various flips and tricks and ends with them running off stage while the audience cheers.,continues swinging and performing many tricks on the rope while others watch in the end.,continue doing more routines and break dancing before more people are shown to help out and ends with the routine on the rope.,continue to dance around one another and end by hugging and applauds high into the crowd.,0
819,anetv_kbK-9Me0BnA,16625,A group of women are standing around as one of them is on a camel. The camel,A group of women are standing around as one of them is on a camel.,The camel,gen,brings the man to the camel to sit around for camels.,jumps onto a bridge in front of the camera.,pushes it back and forth and eating it.,is being taken out.,3
820,anetv_kbK-9Me0BnA,16628,They move ahead with the camel very slowly an the lady riding it waves. The video then,They move ahead with the camel very slowly an the lady riding it waves.,The video then,gold,moves towards a small boat in the water.,"cuts, showing the camel come to a stop before dropping down to the ground to let the woman off.",shows the closing credits.,counts about ten hours and climbs going.,1
821,anetv_kbK-9Me0BnA,16626,The camel lifts up an the trainers and other friends stare on. They,The camel lifts up an the trainers and other friends stare on.,They,gold,", individuals reach a trail.",guys end up sitting all on their bikes.,then done and points to a camera while the riders are ready.,seem to be having a great time as the camera pulls back to show them all.,3
822,anetv_kbK-9Me0BnA,16627,They seem to be having a great time as the camera pulls back to show them all. They,They seem to be having a great time as the camera pulls back to show them all.,They,gen,dance pretty slowly in the middle of the crowd several different performers.,"take a few rods to left, and people try to get warm.",watch stealing the movements and some of them are having fun.,walk away deer a camping screen and see a canyon.,0
823,anetv_kbK-9Me0BnA,16625,A group of women are standing around as one of them is on a camel. The camel,A group of women are standing around as one of them is on a camel.,The camel,gold,brings the man to the camel to sit around for camels.,pushes it back and forth and eating it.,is clinging to the sawdust on the rope.,lifts up an the trainers and other friends stare on.,3
824,anetv_dAjhBWalWRM,19359,A group of people stand in front of a blackjack table. The blackjack attendant,A group of people stand in front of a blackjack table.,The blackjack attendant,gold,talks into a microphone and then another score appear.,comes into the store to talk about the throw.,places cards on the table.,"appears at the end of the road, old and weakened.",2
825,lsmdc0009_Forrest_Gump-50865,2645,The hippie stops to ponder this profound thought. The truck with the bumper sticker,The hippie stops to ponder this profound thought.,The truck with the bumper sticker,gen,is fired to the chord.,shows the finished hood of a taxi.,catches on the spare.,is shown on a car table.,3
826,lsmdc0009_Forrest_Gump-50865,2651,The group stops behind him. Someone,The group stops behind him.,Someone,gold,might almost hidden thrown against someone's boulder.,"stands across someone, who circles and glances at someone.","looks up at someone, who looks round.",stands and looks as the group waits expectantly.,3
827,lsmdc0009_Forrest_Gump-50865,2649,Someone wipes his face on the towel and hands it back to the man. The man,Someone wipes his face on the towel and hands it back to the man.,The man,gen,turns and faces someone.,shaves his beard first.,takes off the towel and begins ironing.,ties the hair up and leaves.,0
828,lsmdc0009_Forrest_Gump-50865,2645,The hippie stops to ponder this profound thought. The truck with the bumper sticker,The hippie stops to ponder this profound thought.,The truck with the bumper sticker,gold,catches on the spare.,is fired to the chord.,drives into an intersection.,shows the finished hood of a taxi.,2
829,lsmdc0009_Forrest_Gump-50865,2650,The man looks at the T - shirt. Someone,The man looks at the T - shirt.,Someone,gold,demonstrates someone's technique.,stares away off from someone's bed.,holds up a black cloth and completes it completely for a few seconds.,runs with a group that follows behind him.,3
830,lsmdc0009_Forrest_Gump-50865,2646,The truck with the bumper sticker drives into an intersection. It,The truck with the bumper sticker drives into an intersection.,It,gold,collides with a car.,crashes into the landing.,illuminates the car where it disappears.,gets out of the car.,0
831,lsmdc0009_Forrest_Gump-50865,2647,It collides with a car. Someone,It collides with a car.,Someone,gen,has disappeared from the door.,runs down the empty street amazed.,rushes in the dusty pools as a car's skids spin around.,looks up to find spotting someone.,1
832,lsmdc0009_Forrest_Gump-50865,2649,Someone wipes his face on the towel and hands it back to the man. The man,Someone wipes his face on the towel and hands it back to the man.,The man,gen,takes off the towel and begins ironing.,returns with a towel and begins peeling potatoes.,"is whipping up the hair stylists, putting it on a table, using other fake hair.",ties the hair up and leaves.,1
833,lsmdc0009_Forrest_Gump-50865,2647,It collides with a car. Someone,It collides with a car.,Someone,gold,has disappeared from the door.,looks up to find spotting someone.,rushes in the dusty pools as a car's skids spin around.,"runs, followed by his group, as a man runs up to him.",3
834,lsmdc0009_Forrest_Gump-50865,2648,"Someone runs, followed by his group, as a man runs up to him. Someone","Someone runs, followed by his group, as a man runs up to him.",Someone,gold,falls off his chair and stumbles.,wipes his face on the towel and hands it back to the man.,"glances up at someone, which hurls a snack hoe horrified and head out the door.",shuffles down the walkway.,1
835,lsmdc0031_The_Lost_Weekend-65729,6789,On a cot in the corner is the man with the sensitive face and the addiction to beetles. He,On a cot in the corner is the man with the sensitive face and the addiction to beetles.,He,gen,", like she sees,, notices the zoom in up before him.","shows, plump - wall - headed, having slowly detergent to his little green bucket on the floor.","brings the others up, then falls into the lifeboat.",struggles to keep his arms around someone.,1
836,lsmdc0031_The_Lost_Weekend-65729,6794,"The doctor must have been in another building, because over his shoulders is flung a dark blue overcoat. As he goes, he","The doctor must have been in another building, because over his shoulders is flung a dark blue overcoat.","As he goes, he",gold,newer symbols around the seam.,"has a strange scar on his shoulder and pulled by someone's gang, someone which is quite vulnerable.",tosses the overcoat on the empty cot next someone.,"looks equally upset, crumpled falls off his bus.",2
837,lsmdc0031_The_Lost_Weekend-65729,6790,"He is slapping wildly at his bed, moaning. He","He is slapping wildly at his bed, moaning.",He,gold,"is seated on his knees, drying his hands.",hauls his crotch and rips his leg.,pulls the gurney back onto the kitchen.,rises and begins to slap the wall and scream.,3
838,lsmdc0031_The_Lost_Weekend-65729,6792,"Seen through the glass doors, a doctor comes running down the ante - room, followed by another male nurse with a cart on which are hypodermic syringes, etc. He","Seen through the glass doors, a doctor comes running down the ante - room, followed by another male nurse with a cart on which are hypodermic syringes, etc.",He,gen,enters the makeshift garage.,covers the tail with a cloth and checks it.,is too busy activity a trench to pick them up.,"turns back to someone, then walks away.",3
839,lsmdc0031_The_Lost_Weekend-65729,6795,"As he goes, he tosses the overcoat on the empty cot next someone. Someone","As he goes, he tosses the overcoat on the empty cot next someone.",Someone,gold,"lies outside before his pickup bag, emerges for a truck, and starts working out.","glances away at a small - man, left hands motionless on a desk.","looks after the doctor, then is fascinated by the coat lying beside him.","eyes the naked someone, then returns.",2
840,lsmdc0031_The_Lost_Weekend-65729,6789,On a cot in the corner is the man with the sensitive face and the addiction to beetles. He,On a cot in the corner is the man with the sensitive face and the addiction to beetles.,He,gold,struggles to keep his arms around someone.,"is slapping wildly at his bed, moaning.","brings the others up, then falls into the lifeboat.",", like she sees,, notices the zoom in up before him.",1
841,lsmdc0031_The_Lost_Weekend-65729,6792,"Seen through the glass doors, a doctor comes running down the ante - room, followed by another male nurse with a cart on which are hypodermic syringes, etc. He","Seen through the glass doors, a doctor comes running down the ante - room, followed by another male nurse with a cart on which are hypodermic syringes, etc.",He,gen,closes the cabinet and eyes a few papers in the laundry room.,turns back a look.,covers the tail with a cloth and checks it.,is too busy activity a trench to pick them up.,0
842,lsmdc0031_The_Lost_Weekend-65729,6791,Someone stares at him through the dimness. They,Someone stares at him through the dimness.,They,gen,just look back through a window.,"liquor in the empty glass, and eat it.",float across a forest path on the grassy hillside.,glides onto a cardboard joy as the brothers' papers slip off from the tree.,0
843,lsmdc0031_The_Lost_Weekend-65729,6793,He enters the ward and dashes in the direction of the beetle patient. The doctor,He enters the ward and dashes in the direction of the beetle patient.,The doctor,gold,"must have been in another building, because over his shoulders is flung a dark blue overcoat.",notices a young man sitting in flight to the entrance with the pencil.,opens someone's raft and clutches their ankles.,"calls to someone, hauls him up, pushes him off the tip of his hat.",0
844,anetv_CpxGRgJgRPA,19486,"Then, the woman cuts the paper and wraps around the box using tape. After, the woman","Then, the woman cuts the paper and wraps around the box using tape.","After, the woman",gold,add a special little nail to the tips of the wrapping paper.,"grabs in a gift paper, throw cutting proper technique using the omelette.",wraps a tree in paper and put presents on a ribbon.,"folds the sides of the paper and cutting a piece to fit the box, then put tape to joint the ends while explaining.",3
845,anetv_CpxGRgJgRPA,19485,"A woman explains how to wrap a box with gift paper. Then, the woman",A woman explains how to wrap a box with gift paper.,"Then, the woman",gold,wrapping the paper and put the items on a wrapping paper.,cuts the paper and wraps around the box using tape.,adds the balls to top of a separate gifts and the tape wraps some around it.,demonstrates her winter with little tips to make bake cookies.,1
846,anetv_3TVKXCyNObQ,825,People skateboard down the road of a city. A group of teens,People skateboard down the road of a city.,A group of teens,gen,holds their kayaks the aerial swing.,skateboard over the news track in the distance.,are gathered in a plaza area.,prepare to dive into the pool with several reactions.,2
847,anetv_3TVKXCyNObQ,827,A teen enters a skateboard ramp and skateboard around. A boy,A teen enters a skateboard ramp and skateboard around.,A boy,gold,gets off and dismounts the skateboard.,runs on a track and throws down his skateboard.,skateboards on a road passing a city and a field.,skateboard down a dirt road.,2
848,anetv_3TVKXCyNObQ,826,A group of teens meet on the road and watch a teen skateboard. A teen,A group of teens meet on the road and watch a teen skateboard.,A teen,gen,stands in a sliding concrete ramp.,spins his skateboard through the air while a skateboard goes off on the skateboard.,walks past a green bus.,skateboards over a ramp on a skate park.,3
849,anetv_3TVKXCyNObQ,826,A group of teens meet on the road and watch a teen skateboard. A teen,A group of teens meet on the road and watch a teen skateboard.,A teen,gold,enters a skateboard ramp and skateboard around.,walks past a green bus.,stands in a sliding concrete ramp.,spins his skateboard through the air while a skateboard goes off on the skateboard.,0
850,anetv_3TVKXCyNObQ,825,People skateboard down the road of a city. A group of teens,People skateboard down the road of a city.,A group of teens,gen,prepare to dive into the pool with several reactions.,holds their kayaks the aerial swing.,skateboard over the news track in the distance.,are skateboarding down the street.,3
851,anetv_3TVKXCyNObQ,825,People skateboard down the road of a city. A group of teens,People skateboard down the road of a city.,A group of teens,gold,prepare to dive into the pool with several reactions.,holds their kayaks the aerial swing.,meet on the road and watch a teen skateboard.,skateboard over the news track in the distance.,2
852,anetv_3TVKXCyNObQ,828,A boy skateboards on a road passing a city and a field. Two teens,A boy skateboards on a road passing a city and a field.,Two teens,gen,onward skateboard in a residential road.,walk in a car holding a gum.,drive him around the street.,run through the streets and build up a blow.,2
853,anetv_cfhc7tf8vU4,5984,A tall Black male is standing outside clapping trying to gain the crowds participation. The athlete then,A tall Black male is standing outside clapping trying to gain the crowds participation.,The athlete then,gold,takes off and does a triple jump into the pit.,begins running down a track and runs and performs a long jump with another bar.,is shown in slow motion.,jumps to his feet and jumps down to join a crowd.,0
854,anetv_cfhc7tf8vU4,5985,"Once he gets out of the pit, he walks around and a replay is shown to make sure that he didn't scratch and the jump can be counted. Another man","Once he gets out of the pit, he walks around and a replay is shown to make sure that he didn't scratch and the jump can be counted.",Another man,gold,approaches the run way and repeats the same step but ends up scratching.,walks into the cabin on his horses.,goes to knock the puck down while gesturing to the camera and his movements are shown.,is first shown doing some tutorial on how to do yoga.,0
855,anetv_yE0fDD_7FkM,17965,People are in the background watching. The girl,People are in the background watching.,The girl,gold,turns around doing her knee humping.,jumps off the diving board into the swimming pool.,is sitting on a cardio machine on a small gym floor.,sweeps up a entire lot of time and sprinkles over a microphone.,1
856,anetv_yE0fDD_7FkM,17966,The girl jumps off the diving board into the swimming pool. There,The girl jumps off the diving board into the swimming pool.,There,gold,are shown at the end of the pool.,is standing at the end of the diving wave but it is nowhere to be seen.,embeds the sand on the ground.,is a small splash in the water.,3
857,lsmdc3068_THE_BIG_YEAR-3446,9671,He checks his call waiting. Someone,He checks his call waiting.,Someone,gold,switches to the other line.,"is number, past two others sync, moving quickly, through the throng.",tosses the film tea.,runs over to the ladder.,0
858,anetv_8wNsOZHTsj0,13528,A man splits logs in the yard by himself. The man,A man splits logs in the yard by himself.,The man,gold,takes off two ax and starts swinging it between the front legs.,holds the christmas tree up.,sets his ax blade into the log and takes a brake.,puts one of the shapes upward on the dome.,2
859,anetv_8wNsOZHTsj0,13527,A man splits logs into using an ax in a grassy yard while his wife retrieves the pieces. A man,A man splits logs into using an ax in a grassy yard while his wife retrieves the pieces.,A man,gold,brings a clear bag for a young girl and uses the ladder.,splits logs in the yard by himself.,is talking about the room.,is shown standing next to other bark and is filled with ax and stick.,1
860,anetv_U01xasUtlvw,1639,A man is outside wearing a superman shirt. He,A man is outside wearing a superman shirt.,He,gen,starts to wipe the tree with his other hand and now he is marking them with numbers too.,picks up some gray carpet as he walks slowly down the street toward the houses.,is holding a guitar and hands playing a drum.,is holding a rake in both hands.,3
861,anetv_U01xasUtlvw,1640,"He spins in circles, looking around. He","He spins in circles, looking around.",He,gold,lets it run to the window.,throws flat on to another level.,pulls himself up and throws at his side.,"finds a broken bike, and repairs it while an angry man yells at him.",3
862,anetv_U01xasUtlvw,1640,"He spins in circles, looking around. He","He spins in circles, looking around.",He,gen,throws flat on to another level.,lets it run to the window.,has become more human as he floats against the canvas.,pulls himself up and throws at his side.,2
863,anetv_U01xasUtlvw,1639,A man is outside wearing a superman shirt. He,A man is outside wearing a superman shirt.,He,gold,is running behind an open field.,picks up some gray carpet as he walks slowly down the street toward the houses.,"spins in circles, looking around.",is wearing drum set laying congas near the end.,2
