video-id,fold-ind,startphrase,gold-ending,distractor-0,distractor-1,distractor-2,distractor-3,gold-source,gold-type,distractor-0-type,distractor-1-type,distractor-2-type,distractor-3-type,sent1,sent2
anetv_kbK-9Me0BnA,16625,A group of women are standing around as one of them is on a camel. The camel,is being taken out.,brings the man to the camel to sit around for camels.,pushes it back and forth and eating it.,jumps onto a bridge in front of the camera.,,gen-orig,pos,unl,unl,unl,n/a,A group of women are standing around as one of them is on a camel.,The camel
anetv_kbK-9Me0BnA,16628,They move ahead with the camel very slowly an the lady riding it waves. The video then,"cuts, showing the camel come to a stop before dropping down to the ground to let the woman off.",counts about ten hours and climbs going.,moves towards a small boat in the water.,shows the closing credits.,jumps at ending with instructions and credits.,gold0-orig,pos,unl,unl,unl,unl,They move ahead with the camel very slowly an the lady riding it waves.,The video then
anetv_kbK-9Me0BnA,16626,The camel lifts up an the trainers and other friends stare on. They,seem to be having a great time as the camera pulls back to show them all.,then done and points to a camera while the riders are ready.,", individuals reach a trail.",guys end up sitting all on their bikes.,unload the buses back and close on the screen.,gold0-orig,pos,unl,unl,unl,unl,The camel lifts up an the trainers and other friends stare on.,They
anetv_kbK-9Me0BnA,16627,They seem to be having a great time as the camera pulls back to show them all. They,dance pretty slowly in the middle of the crowd several different performers.,watch stealing the movements and some of them are having fun.,"take a few rods to left, and people try to get warm.",walk away deer a camping screen and see a canyon.,,gen-orig,pos,unl,unl,pos,n/a,They seem to be having a great time as the camera pulls back to show them all.,They
anetv_kbK-9Me0BnA,16625,A group of women are standing around as one of them is on a camel. The camel,lifts up an the trainers and other friends stare on.,is clinging to the sawdust on the rope.,pushes it back and forth and eating it.,brings the man to the camel to sit around for camels.,rides little camels behind the camel.,gold0-reannot,pos,unl,unl,unl,unl,A group of women are standing around as one of them is on a camel.,The camel
anetv_dAjhBWalWRM,19359,A group of people stand in front of a blackjack table. The blackjack attendant,places cards on the table.,"appears at the end of the road, old and weakened.",talks into a microphone and then another score appear.,comes into the store to talk about the throw.,"holds a cup of alcohol, and lights a match.",gold0-orig,pos,unl,unl,unl,unl,A group of people stand in front of a blackjack table.,The blackjack attendant
lsmdc0009_Forrest_Gump-50865,2645,The hippie stops to ponder this profound thought. The truck with the bumper sticker,is shown on a car table.,shows the finished hood of a taxi.,is fired to the chord.,catches on the spare.,changes to a mocking state.,gen-orig,pos,unl,unl,unl,unl,The hippie stops to ponder this profound thought.,The truck with the bumper sticker
lsmdc0009_Forrest_Gump-50865,2651,The group stops behind him. Someone,stands and looks as the group waits expectantly.,might almost hidden thrown against someone's boulder.,"stands across someone, who circles and glances at someone.","looks up at someone, who looks round.",stares ahead toward the crowd.,gold0-orig,pos,unl,unl,pos,pos,The group stops behind him.,Someone
lsmdc0009_Forrest_Gump-50865,2649,Someone wipes his face on the towel and hands it back to the man. The man,turns and faces someone.,ties the hair up and leaves.,takes off the towel and begins ironing.,shaves his beard first.,,gen-orig,pos,unl,unl,unl,n/a,Someone wipes his face on the towel and hands it back to the man.,The man
lsmdc0009_Forrest_Gump-50865,2645,The hippie stops to ponder this profound thought. The truck with the bumper sticker,drives into an intersection.,shows the finished hood of a taxi.,is fired to the chord.,catches on the spare.,changes to a mocking state.,gold1-orig,pos,unl,unl,unl,unl,The hippie stops to ponder this profound thought.,The truck with the bumper sticker
lsmdc0009_Forrest_Gump-50865,2650,The man looks at the T - shirt. Someone,runs with a group that follows behind him.,demonstrates someone's technique.,holds up a black cloth and completes it completely for a few seconds.,stares away off from someone's bed.,stops sulking and watches.,gold0-orig,pos,unl,unl,pos,pos,The man looks at the T - shirt.,Someone
lsmdc0009_Forrest_Gump-50865,2646,The truck with the bumper sticker drives into an intersection. It,collides with a car.,crashes into the landing.,illuminates the car where it disappears.,gets out of the car.,whizzes past 20 warehouses.,gold0-orig,pos,unl,unl,unl,unl,The truck with the bumper sticker drives into an intersection.,It
lsmdc0009_Forrest_Gump-50865,2647,It collides with a car. Someone,runs down the empty street amazed.,rushes in the dusty pools as a car's skids spin around.,has disappeared from the door.,looks up to find spotting someone.,"looks at a stunned, shaken twenties, but half off.",gen-reannot,pos,unl,unl,unl,unl,It collides with a car.,Someone
lsmdc0009_Forrest_Gump-50865,2649,Someone wipes his face on the towel and hands it back to the man. The man,returns with a towel and begins peeling potatoes.,"is whipping up the hair stylists, putting it on a table, using other fake hair.",takes off the towel and begins ironing.,ties the hair up and leaves.,,gen-reannot,pos,unl,unl,unl,n/a,Someone wipes his face on the towel and hands it back to the man.,The man
lsmdc0009_Forrest_Gump-50865,2647,It collides with a car. Someone,"runs, followed by his group, as a man runs up to him.",rushes in the dusty pools as a car's skids spin around.,has disappeared from the door.,looks up to find spotting someone.,"looks at a stunned, shaken twenties, but half off.",gold1-reannot,pos,unl,unl,unl,unl,It collides with a car.,Someone
lsmdc0009_Forrest_Gump-50865,2648,"Someone runs, followed by his group, as a man runs up to him. Someone",wipes his face on the towel and hands it back to the man.,"glances up at someone, which hurls a snack hoe horrified and head out the door.",shuffles down the walkway.,falls off his chair and stumbles.,,gold0-reannot,pos,unl,pos,pos,n/a,"Someone runs, followed by his group, as a man runs up to him.",Someone
lsmdc0031_The_Lost_Weekend-65729,6789,On a cot in the corner is the man with the sensitive face and the addiction to beetles. He,"shows, plump - wall - headed, having slowly detergent to his little green bucket on the floor.","brings the others up, then falls into the lifeboat.",", like she sees,, notices the zoom in up before him.",struggles to keep his arms around someone.,sets down his gun and holds his umbrella ready to shoot.,gen-orig,unl,unl,unl,unl,unl,On a cot in the corner is the man with the sensitive face and the addiction to beetles.,He
lsmdc0031_The_Lost_Weekend-65729,6794,"The doctor must have been in another building, because over his shoulders is flung a dark blue overcoat. As he goes, he",tosses the overcoat on the empty cot next someone.,newer symbols around the seam.,"has a strange scar on his shoulder and pulled by someone's gang, someone which is quite vulnerable.","looks equally upset, crumpled falls off his bus.",retrieves the syringe someone's equipment to hold him up.,gold0-orig,pos,unl,unl,unl,unl,"The doctor must have been in another building, because over his shoulders is flung a dark blue overcoat.","As he goes, he"
lsmdc0031_The_Lost_Weekend-65729,6790,"He is slapping wildly at his bed, moaning. He",rises and begins to slap the wall and scream.,hauls his crotch and rips his leg.,pulls the gurney back onto the kitchen.,"is seated on his knees, drying his hands.",can kill him futilely.,gold0-orig,pos,unl,unl,unl,unl,"He is slapping wildly at his bed, moaning.",He
lsmdc0031_The_Lost_Weekend-65729,6792,"Seen through the glass doors, a doctor comes running down the ante - room, followed by another male nurse with a cart on which are hypodermic syringes, etc. He","turns back to someone, then walks away.",enters the makeshift garage.,is too busy activity a trench to pick them up.,covers the tail with a cloth and checks it.,,gen-orig,pos,unl,unl,unl,n/a,"Seen through the glass doors, a doctor comes running down the ante - room, followed by another male nurse with a cart on which are hypodermic syringes, etc.",He
lsmdc0031_The_Lost_Weekend-65729,6795,"As he goes, he tosses the overcoat on the empty cot next someone. Someone","looks after the doctor, then is fascinated by the coat lying beside him.","eyes the naked someone, then returns.","lies outside before his pickup bag, emerges for a truck, and starts working out.","glances away at a small - man, left hands motionless on a desk.",,gold0-orig,pos,unl,unl,pos,n/a,"As he goes, he tosses the overcoat on the empty cot next someone.",Someone
lsmdc0031_The_Lost_Weekend-65729,6789,On a cot in the corner is the man with the sensitive face and the addiction to beetles. He,"is slapping wildly at his bed, moaning.","brings the others up, then falls into the lifeboat.",", like she sees,, notices the zoom in up before him.",struggles to keep his arms around someone.,sets down his gun and holds his umbrella ready to shoot.,gold1-orig,unl,unl,unl,unl,unl,On a cot in the corner is the man with the sensitive face and the addiction to beetles.,He
lsmdc0031_The_Lost_Weekend-65729,6792,"Seen through the glass doors, a doctor comes running down the ante - room, followed by another male nurse with a cart on which are hypodermic syringes, etc. He",closes the cabinet and eyes a few papers in the laundry room.,covers the tail with a cloth and checks it.,turns back a look.,is too busy activity a trench to pick them up.,,gen-reannot,pos,unl,unl,unl,n/a,"Seen through the glass doors, a doctor comes running down the ante - room, followed by another male nurse with a cart on which are hypodermic syringes, etc.",He
lsmdc0031_The_Lost_Weekend-65729,6791,Someone stares at him through the dimness. They,just look back through a window.,glides onto a cardboard joy as the brothers' papers slip off from the tree.,"liquor in the empty glass, and eat it.",float across a forest path on the grassy hillside.,,gen-reannot,pos,unl,unl,unl,n/a,Someone stares at him through the dimness.,They
lsmdc0031_The_Lost_Weekend-65729,6793,He enters the ward and dashes in the direction of the beetle patient. The doctor,"must have been in another building, because over his shoulders is flung a dark blue overcoat.",notices a young man sitting in flight to the entrance with the pencil.,"calls to someone, hauls him up, pushes him off the tip of his hat.",opens someone's raft and clutches their ankles.,"pulls down, revealing his glaring porcelain teeth.",gold0-reannot,pos,unl,unl,unl,unl,He enters the ward and dashes in the direction of the beetle patient.,The doctor
anetv_CpxGRgJgRPA,19486,"Then, the woman cuts the paper and wraps around the box using tape. After, the woman","folds the sides of the paper and cutting a piece to fit the box, then put tape to joint the ends while explaining.",add a special little nail to the tips of the wrapping paper.,wraps a tree in paper and put presents on a ribbon.,"grabs in a gift paper, throw cutting proper technique using the omelette.",cut the paper in her hand as the woman diy the paper and using the objects drawn to the woman.,gold0-orig,pos,unl,unl,unl,unl,"Then, the woman cuts the paper and wraps around the box using tape.","After, the woman"
anetv_CpxGRgJgRPA,19485,"A woman explains how to wrap a box with gift paper. Then, the woman",cuts the paper and wraps around the box using tape.,adds the balls to top of a separate gifts and the tape wraps some around it.,demonstrates her winter with little tips to make bake cookies.,wrapping the paper and put the items on a wrapping paper.,takes the paper paper out of a box and throws the paper.,gold0-reannot,pos,unl,unl,unl,unl,A woman explains how to wrap a box with gift paper.,"Then, the woman"
anetv_3TVKXCyNObQ,825,People skateboard down the road of a city. A group of teens,are gathered in a plaza area.,prepare to dive into the pool with several reactions.,holds their kayaks the aerial swing.,skateboard over the news track in the distance.,,gen-orig,pos,unl,unl,unl,n/a,People skateboard down the road of a city.,A group of teens
anetv_3TVKXCyNObQ,827,A teen enters a skateboard ramp and skateboard around. A boy,skateboards on a road passing a city and a field.,skateboard down a dirt road.,runs on a track and throws down his skateboard.,gets off and dismounts the skateboard.,skates down the sidewalk with the skateboard down the street.,gold0-orig,pos,unl,unl,unl,unl,A teen enters a skateboard ramp and skateboard around.,A boy
anetv_3TVKXCyNObQ,826,A group of teens meet on the road and watch a teen skateboard. A teen,skateboards over a ramp on a skate park.,stands in a sliding concrete ramp.,spins his skateboard through the air while a skateboard goes off on the skateboard.,walks past a green bus.,,gen-orig,pos,unl,unl,pos,n/a,A group of teens meet on the road and watch a teen skateboard.,A teen
anetv_3TVKXCyNObQ,826,A group of teens meet on the road and watch a teen skateboard. A teen,enters a skateboard ramp and skateboard around.,stands in a sliding concrete ramp.,spins his skateboard through the air while a skateboard goes off on the skateboard.,walks past a green bus.,,gold1-orig,pos,unl,unl,pos,n/a,A group of teens meet on the road and watch a teen skateboard.,A teen
anetv_3TVKXCyNObQ,825,People skateboard down the road of a city. A group of teens,are skateboarding down the street.,holds their kayaks the aerial swing.,prepare to dive into the pool with several reactions.,skateboard over the news track in the distance.,is shown in a water environment performing flips and tricks.,gen-reannot,pos,unl,unl,unl,unl,People skateboard down the road of a city.,A group of teens
anetv_3TVKXCyNObQ,825,People skateboard down the road of a city. A group of teens,meet on the road and watch a teen skateboard.,holds their kayaks the aerial swing.,prepare to dive into the pool with several reactions.,skateboard over the news track in the distance.,is shown in a water environment performing flips and tricks.,gold1-reannot,pos,unl,unl,unl,unl,People skateboard down the road of a city.,A group of teens
anetv_3TVKXCyNObQ,828,A boy skateboards on a road passing a city and a field. Two teens,drive him around the street.,run through the streets and build up a blow.,walk in a car holding a gum.,onward skateboard in a residential road.,,gen-reannot,pos,unl,unl,pos,n/a,A boy skateboards on a road passing a city and a field.,Two teens
anetv_cfhc7tf8vU4,5984,A tall Black male is standing outside clapping trying to gain the crowds participation. The athlete then,takes off and does a triple jump into the pit.,jumps to his feet and jumps down to join a crowd.,begins running down a track and runs and performs a long jump with another bar.,is shown in slow motion.,,gold0-orig,pos,unl,pos,pos,n/a,A tall Black male is standing outside clapping trying to gain the crowds participation.,The athlete then
anetv_cfhc7tf8vU4,5985,"Once he gets out of the pit, he walks around and a replay is shown to make sure that he didn't scratch and the jump can be counted. Another man",approaches the run way and repeats the same step but ends up scratching.,is first shown doing some tutorial on how to do yoga.,walks into the cabin on his horses.,goes to knock the puck down while gesturing to the camera and his movements are shown.,is standing in the room while standing and two holding of his hands.,gold0-orig,pos,unl,unl,unl,unl,"Once he gets out of the pit, he walks around and a replay is shown to make sure that he didn't scratch and the jump can be counted.",Another man
anetv_yE0fDD_7FkM,17965,People are in the background watching. The girl,jumps off the diving board into the swimming pool.,turns around doing her knee humping.,sweeps up a entire lot of time and sprinkles over a microphone.,is sitting on a cardio machine on a small gym floor.,does the violin and lightly sniffs the cat's feet.,gold0-orig,pos,unl,unl,unl,unl,People are in the background watching.,The girl
anetv_yE0fDD_7FkM,17966,The girl jumps off the diving board into the swimming pool. There,is a small splash in the water.,is standing at the end of the diving wave but it is nowhere to be seen.,are shown at the end of the pool.,embeds the sand on the ground.,,gold0-orig,pos,unl,pos,pos,n/a,The girl jumps off the diving board into the swimming pool.,There
lsmdc3068_THE_BIG_YEAR-3446,9671,He checks his call waiting. Someone,switches to the other line.,runs over to the ladder.,"is number, past two others sync, moving quickly, through the throng.",tosses the film tea.,starts to shut the plane's flat door.,gold0-orig,pos,unl,unl,unl,unl,He checks his call waiting.,Someone
anetv_8wNsOZHTsj0,13528,A man splits logs in the yard by himself. The man,sets his ax blade into the log and takes a brake.,puts one of the shapes upward on the dome.,takes off two ax and starts swinging it between the front legs.,holds the christmas tree up.,,gold0-orig,pos,unl,unl,unl,n/a,A man splits logs in the yard by himself.,The man
anetv_8wNsOZHTsj0,13527,A man splits logs into using an ax in a grassy yard while his wife retrieves the pieces. A man,splits logs in the yard by himself.,brings a clear bag for a young girl and uses the ladder.,is shown standing next to other bark and is filled with ax and stick.,is talking about the room.,shows their wood being cut in the same areas lined in order to get it into a pile.,gold0-orig,pos,unl,unl,pos,pos,A man splits logs into using an ax in a grassy yard while his wife retrieves the pieces.,A man
anetv_U01xasUtlvw,1639,A man is outside wearing a superman shirt. He,is holding a rake in both hands.,starts to wipe the tree with his other hand and now he is marking them with numbers too.,picks up some gray carpet as he walks slowly down the street toward the houses.,is holding a guitar and hands playing a drum.,,gen-orig,pos,unl,unl,unl,n/a,A man is outside wearing a superman shirt.,He
anetv_U01xasUtlvw,1640,"He spins in circles, looking around. He","finds a broken bike, and repairs it while an angry man yells at him.",throws flat on to another level.,pulls himself up and throws at his side.,lets it run to the window.,stands sharply from the other end and moves through the crowd.,gold1-orig,pos,unl,unl,pos,pos,"He spins in circles, looking around.",He
anetv_U01xasUtlvw,1640,"He spins in circles, looking around. He",has become more human as he floats against the canvas.,throws flat on to another level.,pulls himself up and throws at his side.,lets it run to the window.,stands sharply from the other end and moves through the crowd.,gen-orig,unl,unl,unl,pos,pos,"He spins in circles, looking around.",He
anetv_U01xasUtlvw,1639,A man is outside wearing a superman shirt. He,"spins in circles, looking around.",is running behind an open field.,picks up some gray carpet as he walks slowly down the street toward the houses.,is wearing drum set laying congas near the end.,starts to wipe the tree with his other hand and now he is marking them with numbers too.,gold0-reannot,pos,unl,unl,unl,pos,A man is outside wearing a superman shirt.,He
lsmdc1047_Defiance-91331,10162,"Groggily he looks at the sleeping people all around him. Picking up the bottle, he",staggers to his feet.,blows it around the vending machine for a moment.,goes out to admire the door.,grabs his ankle just before releasing it.,"looks down at her in surprise, chewing and close on hers.",gold0-orig,pos,unl,unl,unl,unl,Groggily he looks at the sleeping people all around him.,"Picking up the bottle, he"
lsmdc1047_Defiance-91331,10164,Someone siting broodily starring into the space. Someone,hands his brother the bottle.,"leans in, then lets it down and he clenches his battered jaws.","'s feet and arms jerk back as he lands, beside the topcoat.","stands, then walks up the stairs and catches his chain, eyes narrowing.",,gold0-orig,pos,unl,unl,unl,n/a,Someone siting broodily starring into the space.,Someone
lsmdc1047_Defiance-91331,10163,"Picking up the bottle, he staggers to his feet. Then",notices smoke from a small fire.,", the light is emanating from powder as he dances.",takes off his regretful cap.,slips underneath his cloak and pulls out their feelings action figures.,crawls out of his bedroom and seat on a corner desk in his office.,gold1-reannot,pos,unl,unl,unl,pos,"Picking up the bottle, he staggers to his feet.",Then
lsmdc1047_Defiance-91331,10163,"Picking up the bottle, he staggers to his feet. Then",does this as best he can.,", the light is emanating from powder as he dances.",takes off his regretful cap.,slips underneath his cloak and pulls out their feelings action figures.,crawls out of his bedroom and seat on a corner desk in his office.,gen-reannot,pos,unl,unl,unl,pos,"Picking up the bottle, he staggers to his feet.",Then
anetv__R-jA9hOFCE,9309,Shots of people on a boat are shown that leads from steering the boat to hanging off the front. More shots,are shown of people riding around on boats.,are shown of people playing and sitting on their tubes as well as knocking out more shots.,are shown of people riding around on the rapids as well as sail with arms and ending with people.,of the group wrapping and the man puts the boy in the raft again.,of the divers speak and shows more shots of people playing in the water.,gen-orig,pos,unl,unl,unl,pos,Shots of people on a boat are shown that leads from steering the boat to hanging off the front.,More shots
anetv__R-jA9hOFCE,16580,A large boat is shown riding on the water as well as a beach and people swimming underwater. Several shots,are shown of people surfing riding on an inflatable as others watch on the sides and the people ride more and continue riding around.,are shown of the man playing a surfboard and jumping over the water with a man in a group.,are then shown of a kite riding along the water and playing the waves.,are shown of divers falling in the water skiing behind a boat.,are shown of people swimming around the water as people in canoes go down the segment.,gen-orig,pos,unl,unl,unl,unl,A large boat is shown riding on the water as well as a beach and people swimming underwater.,Several shots
anetv__R-jA9hOFCE,9309,Shots of people on a boat are shown that leads from steering the boat to hanging off the front. More shots,are shown of the people enjoying the boat as well as walking on an island.,are shown of people playing and sitting on their tubes as well as knocking out more shots.,are shown of people riding around on the rapids as well as sail with arms and ending with people.,of the group wrapping and the man puts the boy in the raft again.,of the divers speak and shows more shots of people playing in the water.,gold1-orig,pos,unl,unl,unl,pos,Shots of people on a boat are shown that leads from steering the boat to hanging off the front.,More shots
anetv__R-jA9hOFCE,9310,More shots are shown of the people enjoying the boat as well as walking on an island. They,"wind surf, jump off boats, dance, ride motorcycles, and walk along sandy beaches all in one montage.",scenes of them win community demonstrations and instruments together.,guide one person pass very high and speak to the camera speaking.,continue playing and up and down the river.,ride the water on their boards on the beach.,gold0-orig,pos,unl,unl,unl,pos,More shots are shown of the people enjoying the boat as well as walking on an island.,They
anetv__R-jA9hOFCE,16580,A large boat is shown riding on the water as well as a beach and people swimming underwater. Several shots,are shown of people riding boats and swimming in the water as well as drinking and dancing.,are shown of the man playing a surfboard and jumping over the water with a man in a group.,are then shown of a kite riding along the water and playing the waves.,are shown of divers falling in the water skiing behind a boat.,are shown of people swimming around the water as people in canoes go down the segment.,gold1-orig,unl,unl,unl,unl,unl,A large boat is shown riding on the water as well as a beach and people swimming underwater.,Several shots
anetv__Boy9qJLibI,4334,A Google map shows different city locations. Teammates in jumpsuits,run navigate through a course of wooden crate obstacles aiming paintball guns.,flashback of their respective hunts watching a marquee with a video scoreboard.,are playing inside a croquet game.,are shown with a bike.,runs the basketball court and hits the two ball.,gold0-orig,pos,unl,pos,pos,pos,A Google map shows different city locations.,Teammates in jumpsuits
anetv__Boy9qJLibI,4333,A graphic is seen with logo title. A Google map,shows different city locations.,appears overlayed from the screen.,starts leading in the film screen.,appears before the first screen.,is seen with additional letters in the advertising.,gold0-orig,pos,unl,unl,pos,pos,A graphic is seen with logo title.,A Google map
anetv__Boy9qJLibI,4337,The men fill their gun hoppers with ammo. The teammates,navigate through a course with inflatable obstacles aiming for opponents.,run through and desperately playing hockey.,"raise a security guard as they speed over the dividing machine, then shoot away.",enter from someone's office.,,gold0-orig,pos,unl,unl,unl,n/a,The men fill their gun hoppers with ammo.,The teammates
anetv__Boy9qJLibI,4338,The teammates navigate through a course with inflatable obstacles aiming for opponents. A man,is hit in the face mask to end the game.,waves their pole at water and the motocross riders appear.,does a high back flip but performs a high future routine.,rides by kids in the background around a parking lot.,,gold0-orig,pos,unl,unl,unl,n/a,The teammates navigate through a course with inflatable obstacles aiming for opponents.,A man
anetv__Boy9qJLibI,4336,The men receive gear from a rental shop including clothes and weapons. The two teams,walk in a line together entering the course to play.,take countries and graffitied together.,put on two boats of floats in the sail and sail.,start going on bikes and start to ring.,are shown walking out rippling waves as people run.,gold0-orig,pos,unl,unl,unl,unl,The men receive gear from a rental shop including clothes and weapons.,The two teams
anetv__Boy9qJLibI,4335,Teammates in jumpsuits run navigate through a course of wooden crate obstacles aiming paintball guns. The men,"retrieve the object over the paintball game, until one block.",go down a choppy river and race over to the tanker.,throw their weapons and interviews other people who are behind one club.,join the fighting men and hug in a canoe.,,gen-reannot,pos,unl,unl,unl,n/a,Teammates in jumpsuits run navigate through a course of wooden crate obstacles aiming paintball guns.,The men
anetv_cMuQUTKMc0k,17386,A computer graphic newspaper mockup is shown. The camera,shows celebrities while work a building.,shows articles on the screen in front of a microphone.,is covered with knives in clip.,catches someone in various buildings of casinos.,zooms in on the face of a woman wearing a muscle boat.,gen-orig,pos,unl,unl,unl,unl,A computer graphic newspaper mockup is shown.,The camera
anetv_cMuQUTKMc0k,17945,An introduction comes onto the screen for a video about ice cream. Some people,are standing by an ice cream truck talking about getting some ice cream.,are around their demonstrating how to apply lipstick over a wall.,are on a big field holding a stick and talk to the camera.,are sitting on a green court with a tube with red letters on it.,are kayaking down a river.,gold0-orig,pos,unl,unl,unl,unl,An introduction comes onto the screen for a video about ice cream.,Some people
anetv_cMuQUTKMc0k,17947,"They walk up to the truck window and get their ice cream. As they eat the ice cream, they",talk among each other.,get to the next home.,face one another and almost dialing each other.,leave the bar and set down onto a golf deck.,hide behind a car on the dirt road.,gold0-orig,pos,unl,unl,unl,pos,They walk up to the truck window and get their ice cream.,"As they eat the ice cream, they"
anetv_cMuQUTKMc0k,17948,"As they eat the ice cream, they talk among each other. The video",ends with the closing credits.,ends with the results from video shown.,ends with girlish closing captions shown on the screen.,ends with the words written on the screen.,,gold1-orig,pos,unl,unl,pos,n/a,"As they eat the ice cream, they talk among each other.",The video
anetv_cMuQUTKMc0k,17386,A computer graphic newspaper mockup is shown. The camera,"pans around a busy street view, including closeups of two individuals.",shows articles on the screen in front of a microphone.,is covered with knives in clip.,catches someone in various buildings of casinos.,zooms in on the face of a woman wearing a muscle boat.,gold1-orig,pos,unl,unl,unl,unl,A computer graphic newspaper mockup is shown.,The camera
anetv_cMuQUTKMc0k,17948,"As they eat the ice cream, they talk among each other. The video",ends with the closing titles in front of the tv.,ends with the results from video shown.,ends with girlish closing captions shown on the screen.,ends with the words written on the screen.,,gen-orig,pos,unl,unl,pos,n/a,"As they eat the ice cream, they talk among each other.",The video
anetv_cMuQUTKMc0k,17387,"The camera pans around a busy street view, including closeups of two individuals. The camera",follows a woman as she joins a queue.,turns to people in the sky on the left.,pans the contents lift the plates to the right.,pans slowly around the decks.,,gold0-orig,pos,unl,unl,pos,n/a,"The camera pans around a busy street view, including closeups of two individuals.",The camera
anetv_cMuQUTKMc0k,17388,The woman the camera is following acquires ice cream from a truck. Several individuals,are shown eating ice cream and talking to the camera.,are then shown demonstrating as prep with titles interspersed with shots of the roofing expert.,are sitting in a car in a parking parking lot.,are then seen in need of cars being waxed off.,,gold0-orig,pos,unl,unl,unl,n/a,The woman the camera is following acquires ice cream from a truck.,Several individuals
anetv_cMuQUTKMc0k,17946,Some people are standing by an ice cream truck talking about getting some ice cream. They,walk up to the truck window and get their ice cream.,have taped between the pipes and other ingredients.,use the ice on their feet.,are talking to it as they play.,,gold0-orig,pos,unl,unl,pos,n/a,Some people are standing by an ice cream truck talking about getting some ice cream.,They
lsmdc3067_THE_ART_OF_GETTING_BY-32485,10368,Someone tightens his lips and takes a seat beside her on the bench. He,folds his overcoat closed as a strong breeze blows through some trees and bushes at a wall behind them.,rises to the knees in front of him and waves him forward.,returns her phone to his ear.,"checks, then turns and steps out of the tent.",,gold1-orig,unl,unl,unl,unl,n/a,Someone tightens his lips and takes a seat beside her on the bench.,He
lsmdc3067_THE_ART_OF_GETTING_BY-32485,10368,Someone tightens his lips and takes a seat beside her on the bench. He,"musters a smile, then moves closer, putting her fingers around his neck.",rises to the knees in front of him and waves him forward.,returns her phone to his ear.,"checks, then turns and steps out of the tent.",,gen-orig,pos,unl,unl,unl,n/a,Someone tightens his lips and takes a seat beside her on the bench.,He
lsmdc1048_Gran_Torino-92313,5628,He is on his porch drinking coffee. He,stands up as a sheepish - looking someone approaches.,"is getting a bottle of wine, and a bit drunk, which he just tries to drink in.",is both sets of a chair on the ground.,surfaces and sometimes pounds on the board.,holds up a long photo.,gold0-reannot,pos,unl,unl,unl,unl,He is on his porch drinking coffee.,He
anetv_5UlxCwq-LOs,12756,He takes off and makes the job which he did celebrates vigorously with the crowd. A man,comes behind him from the usa and makes a shorter jump in the competition.,is moving in a large hardwood relaxing and drinking on armchair.,uses the back of the bike rope.,joins him in a routine of flipping and instructing his little group.,plays with the man while holding onto his hand as two judge pretends to start the ball.,gold1-orig,pos,unl,pos,pos,pos,He takes off and makes the job which he did celebrates vigorously with the crowd.,A man
anetv_5UlxCwq-LOs,12756,He takes off and makes the job which he did celebrates vigorously with the crowd. A man,is at a table using a large silver bag.,is moving in a large hardwood relaxing and drinking on armchair.,uses the back of the bike rope.,joins him in a routine of flipping and instructing his little group.,plays with the man while holding onto his hand as two judge pretends to start the ball.,gen-orig,pos,unl,pos,pos,pos,He takes off and makes the job which he did celebrates vigorously with the crowd.,A man
anetv_5UlxCwq-LOs,14858,People in terraces are very exited and are clapping the man. other man,is ready to run through the race track and do a very high jump in the dust.,beings lift and spin in a circle.,is kneeling on the sidelines watching the band.,step out on pants sitting on clothes.,is wearing a polo shirt on a room of ice and snare drums and drums.,gold0-orig,pos,unl,unl,unl,unl,People in terraces are very exited and are clapping the man.,other man
anetv_5UlxCwq-LOs,14859,Other man is ready to run through the race track and do a very high jump in the dust. man,is in the field with spectators and spectators watching him field event.,is running and is using deeply in slow motion.,runs and turn around high shots the javelin runs and jump onto the dirt.,stands up to watch the kid do the pitch.,,gen-orig,pos,unl,pos,pos,n/a,Other man is ready to run through the race track and do a very high jump in the dust.,man
anetv_5UlxCwq-LOs,14860,Man do the run through the racetrack and do the jump and celebrates holding his country flag. camcorders,are taking pictures of the man with the flag.,make a flip and dive in the water.,see space in a canvas nut and a room in green and a white wall.,continue to play beer songs.,come standing next to him and extend hands on the and douses.,gold0-reannot,pos,unl,unl,unl,unl,Man do the run through the racetrack and do the jump and celebrates holding his country flag.,camcorders
anetv_5UlxCwq-LOs,12755,A man at a track and field competition prepares to take off on a long jump. He,takes off and makes the job which he did celebrates vigorously with the crowd.,"slides through snow, which almost stands much for the entire race.",gets to his feet and spins himself in the water.,takes the men's muscles and swings them across the hard gate.,runs over the pole as they fight.,gold0-reannot,pos,unl,unl,unl,pos,A man at a track and field competition prepares to take off on a long jump.,He
anetv_5UlxCwq-LOs,14859,Other man is ready to run through the race track and do a very high jump in the dust. man,is running onto the field doing somersaults on the ground.,is running and is using deeply in slow motion.,is talking to practice and alone in a field doing breakdance moves.,stands up to watch the kid do the pitch.,,gen-reannot,pos,unl,unl,unl,n/a,Other man is ready to run through the race track and do a very high jump in the dust.,man
lsmdc3054_PERCY_JACKSON_LIGHTENING_THIEF-26009,19362,The satyr meets his friends gaze and nods. Someone,turns away and closes his eyes.,takes a few steps toward the swimmer.,"rolls to the driver's side, and trips.",addresses the transmitter in a military retreat.,rises and takes off with someone.,gold1-orig,pos,unl,pos,pos,pos,The satyr meets his friends gaze and nods.,Someone
